Movie,Aggregate-Rating
The Final Quarter,7.4
The Flood,7.0
The French Dispatch,7.0
The Furies,6.8
The Furnace,6.4
The Garden Left Behind,6.2
The Gentlemen,6.5
The Goldfinch,7.0
The Good Liar,7.0
The Great Hack,8.2
The Grudge,5.4
The Guilty,4.2
The Half of It,7.0
The Hard Way,6.5
The Harvesting,6.6
The Haunting of Sharon Tate,5.4
The High Note,7.8
The Hole in the Ground,5.9
The Host,7.0
The Hunt,6.5
The Intruder,6.1
The Inventor: Out for Blood in Silicon Valley,6.4
The Invisible Man,6.0
The Jesus Rolls,6.5
The Kid,6.6
The Kid Detective,7.2
The Kill Team,3.5
The Killing of Kenneth Chamberlain,3.4
The Killing of Two Lovers,6.5
The King,6.6
The King of Staten Island,7.5
The Kingmaker,6.9
The Kissing Booth 2,8.1
The Kissing Booth 3,7.7
The Kitchen,7.0
The Knight Before Christmas,7.3
The Last Black Man in San Francisco,6.9
The Last Blockbuster,9.0
The Last Boy,6.6
The Last Bus,6.6
The Last Cruise,6.2
The Last Days of American Crime,3.9
The Last Full Measure,7.3
The Last Laugh,8.4
The Last Shift,5.9
The Last Summer,6.6
The Last Thing He Wanted,6.5
The Laundromat,6.7
The Legion,6.6
The Lego Movie 2: The Second Part,6.5
The Letter Room,6.4
The Lighthouse,6.9
The Lion King,6.8
The Little Things,7.4
The Lodge,6.0
The Lost Husband,6.4
The Lovebirds,6.9
The Main Event,6.8
The Mandela Effect,6.1
The Manor,6.3
The Marksman,6.5
The Midnight Sky,6.7
The Mortuary Collection,6.7
The Murder of Nicole Brown Simpson,3.1
The Mystery of D.B. Cooper,5.7
The Neighbors' Window,6.0
The Nest,6.9
The New Mutants,6.5
The Night Clerk,6.4
The Night House,5.9
The Obsessed,5.8
The Old Guard,6.2
The Old Ways,5.8
The One and Only Ivan,7.0
The Operative,6.4
The Outpost,5.9
The Owners,6.6
The Paper Tigers,7.0
The Parts You Lose,5.0
The Peanut Butter Falcon,7.4
The Perfect Weapon,7.8
The Personal History of David Copperfield,7.3
The Phenomenon,7.1
The Photograph,7.4
The Poison Rose,5.0
The Postcard Killings,5.0
The Prodigy,6.5
The Prom,6.8
The Quarry,5.6
The Queen's Corgi,6.3
The Racer,6.8
The Real Michael Jackson,6.5
The Reckoning,5.9
The Red Sea Diving Resort,7.0
The Rental,6.4
The Report,5.5
The Rhythm Section,6.8
The Rising Hawk,6.5
The Roads Not Taken,6.8
The Room,6.1
The Secret Garden,6.9
The Secret Life of Pets 2,6.8
The Secret: Dare to Dream,7.8
The Secrets We Keep,7.0
The Set Up,6.7
The Seventh Day,5.4
The Shed,4.7
The Short History of the Long Road,7.0
The Silence,6.7
The Silencing,6.9
The Sinners,6.5
The Social Dilemma,5.7
The SpongeBob Movie: Sponge on the Run,6.5
The Spy Who Fell to Earth,6.0
The Staggering Girl,6.0
The Stand In,5.1
The Starling,7.1
The Sun Is Also a Star,7.2
The Surrogate,7.3
The Tax Collector,6.0
The Toll,6.3
The Trap,6.0
The Trial of the Chicago 7,6.5
The Turkey Bowl,6.5
The Two Popes,7.1
The Ultimate Playlist of Noise,6.7
The Unholy,5.9
The United States vs. Billie Holiday,8.0
The Vanished,6.4
The Velvet Underground,6.4
The Very Excellent Mr. Dundee,7.1
The Vigil,5.1
The Voices,7.2
The War Below,5.2
The War with Grandpa,6.0
The Water Man,7.2
The Wave,6.5
The Way Back,6.8
The Way We Weren't,6.7
The Wedding Year,7.0
The Willoughbys,7.0
The Windermere Children,6.8
The Wolf Hour,6.9
The Wolf of Snow Hollow,7.3
The Woman in the Window,6.9
The World We Make,6.8
The World to Come,6.5
The Wretched,6.0
The Wrong Missy,5.3
Them That Follow,6.5
This Is Paris,7.2
Those Who Wish Me Dead,5.6
Tigertail,6.9
Timmy Failure: Mistakes Were Made,4.3
To All the Boys: P.S. I Still Love You,7.2
To Olivia,6.8
To Your Last Death,5.0
To the Stars,7.6
Together,6.4
Togo,6.9
Tolkien,7.0
Top End Wedding,7.9
Toy Story 4,6.5
Trading Paint,7.7
Trauma Center,4.1
Triple Threat,4.6
Trolls World Tour,7.2
Trouble,5.9
True History of the Kelly Gang,7.9
Two Distant Strangers,6.0
Two Heads Creek,5.9
UglyDolls,8.2
Uncle Frank,7.1
Uncorked,7.4
Uncut Gems,6.4
Underwater,6.2
Unpregnant,7.3
Upstarts,7.8
V/H/S/94,5.4
VFW,6.8
VHYes,6.2
Vacation Friends,8.6
Valley Girl,7.1
Vampires vs. the Bronx,7.1
Vanquish,6.6
Velvet Buzzsaw,6.3
Villain,4.6
Villains,4.5
Violation,5.4
Vivarium,6.2
Vivo,7.1
Waiting for Anya,7.3
Walk. Ride. Rodeo.,7.3
Wander,6.5
Wasp Network,6.5
We Can Be Heroes,8.5
We Die Young,4.2
We Summon the Darkness,5.3
Welcome to Acapulco,8.3
Welcome to Chechnya,7.7
Wendy,6.7
What Lies Below,5.6
What Men Want,6.9
Whitney Cummings: Can I Touch It?,6.0
Who Let The Dogs Out,5.1
Wild Mountain Thyme,7.1
William,6.7
Wine Country,7.0
Witches in the Woods,6.3
Witnesses,6.2
Wolfwalkers,7.4
Wonder Park,7.1
Wonder Woman 1984,6.4
Words on Bathroom Walls,6.9
Work It,7.1
Worth,7.5
Wounds,5.5
Yes Day,8.2
Yesterday,6.9
You Cannot Kill David Arquette,4.5
You Should Have Left,6.3
Z,6.4
ZZ Top: That Little Ol' Band From Texas,6.0
Zero Impunity,8.2
Zola,6.2
13 Minutes,6.5
A Glitch in the Matrix,6.5
Aftermath,6.3
America: The Motion Picture,6.3
American Traitor: The Trial of Axis Sally,5.9
Annette,7.4
Antlers,6.0
Assault on VA-33,4.9
Bad Trip,4.7
Barb & Star Go to Vista Del Mar,6.9
Beckett,6.0
Bergman Island,7.4
Billie Eilish: The World's a Little Blurry,6.5
Birds of Paradise,8.9
Blue Bayou,6.5
Body Brokers,6.5
Boogie,7.0
Born a Champion,7.3
Breaking News in Yuba County,6.6
Candyman,5.9
Censor,4.7
Chaos Walking,4.6
Cherry,6.6
Cinderella,7.6
Coming Home in the Dark,6.0
Cosmic Sin,4.2
Cry Macho,7.2
Dangerous,5.6
Dark Web: Cicada 3301,7.3
Deadly Illusions,5.5
Dear Evan Hansen,7.8
Die in a Gunfight,4.3
Don't Breathe 2,6.4
Escape Room: Tournament of Champions,7.1
Eternals,5.8
F9,6.2
False Positive,7.7
Fatherhood,6.8
Fear Street: 1666,4.4
Fear Street: 1978,4.6
Firebird,6.6
Flag Day,6.5
Free Guy,8.5
Ghostbusters: Afterlife,7.3
Godzilla vs. Kong,6.5
Good on Paper,8.1
Gunpowder Milkshake,7.0
Halloween Kills,4.0
Happily,8.4
Home Sweet Home Alone,8.3
Hypnotic,6.5
I Am All Girls,6.8
Ida Red,7.6
In the Heights,7.0
Injustice,5.3
Intrusion,6.1
Jolt,6.9
Judas and the Black Messiah,6.6
Jungle Cruise,7.0
Kate,7.1
King Richard,7.4
Kurt Vonnegut: Unstuck in Time,8.5
Last Night in Soho,6.8
Later Days,6.9
Long Weekend,6.9
Love Hard,8.6
Malignant,6.2
Martyrs Lane,5.5
Mass,6.5
Midnight in the Switchgrass,5.3
Moby Doc,7.3
Music,6.5
Night Teeth,6.9
No Sudden Move,6.9
No Time to Die,4.2
Nobody,6.2
Notorious Nick,6.3
Old,6.5
Out of Death,4.5
Palmer,7.1
Passing,6.5
Peter Rabbit 2: The Runaway,7.3
Pig,7.0
Queenpins,6.1
Raya and the Last Dragon,7.4
Red Notice,7.1
Redemption Day,6.2
SAS: Red Notice,7.1
Schumacher,7.0
Seance,6.4
Settlers,6.3
Shang-Chi and the Legend of the Ten Rings,7.2
Sir Alex Ferguson: Never Give In,6.6
Small Engine Repair,7.0
Snake Eyes: G.I. Joe Origins,7.2
Spencer,6.7
Stillwater,6.5
Stowaway,6.2
Sweet Girl,8.1
TINA,6.9
Take Back,6.7
The Addams Family 2,8.4
The Boss Baby: Family Business,6.3
The Conjuring: The Devil Made Me Do It,3.9
The Deep House,5.4
The Djinn,6.6
The Electrical Life of Louis Wain,7.7
The Eyes of Tammy Faye,7.0
The Forever Purge,6.1
The God Committee,7.3
The Green Knight,7.0
The Harder They Fall,6.9
The Ice Road,6.5
The Last Duel,6.8
The Last Letter from Your Lover,8.7
The Loneliest Whale: The Search for 52,3.4
The Many Saints of Newark,6.6
The Map of Tiny Perfect Things,9.0
The Mauritanian,6.2
The Misfits,6.4
The Mitchells vs. the Machines,7.4
The One and Only Dick Gregory,4.7
The Power,6.4
The Power of the Dog,7.4
The Protégé,6.9
The Resort,5.9
The Tomorrow War,4.3
The Vault,6.8
The Virtuoso,7.3
The Voyeurs,6.4
The White Tiger,7.0
There's Someone Inside Your House,5.8
Things Heard & Seen,6.0
This Little Love of Mine,8.9
Thunder Force,7.0
Tides,6.6
Till Death,4.8
To All the Boys: Always and Forever,7.3
Tom & Jerry,6.7
Tom Clancy's Without Remorse,6.0
Trust,8.1
Twist,6.7
Under the Stadium Lights,6.6
Under the Volcano,6.5
Venom: Let There Be Carnage,7.2
Voyagers,6.2
We Broke Up,6.5
WeWork: or The Making and Breaking of a $47 Billion Unicorn,6.0
Werewolves Within,7.1
Willy's Wonderland,6.4
Wish Dragon,8.2
Wrath of Man,6.5
Wrong Turn,4.4
Zack Snyder's Justice League,8.2
A Belle for Christmas,7.3
A Christmas Prince,7.0
A Girl Walks Home Alone at Night,9.7
An Affair to Die For,4.1
Contract to Kill,3.1
Fear of Rain,5.1
Flower,6.9
Making Fun: The Story of Funko,8.8
Midway,6.1
Re-Kill,3.1
Rumble,6.9
Rush: Time Stand Still,6.1
Set Fire to the Stars,6.1
The Evil Down the Street,2.1
The Great Buster: A Celebration,9.2
Yo! My Saint,7.8
